groupid,ofe_loss_2018-23_mean,ofe_loss_2018-23_median,ofe_loss_2018-23_std,runoff_2018-2023_mean,runoff_2018-2023_median,runoff_2018-2023_std
1_1_2_Continuous Corn,0.11369230769230769,0.1892,0.33566492250818997,22.275948717948715,22.776,13.875857204224815
1_1_2_Corn rotation,0.03652413793103449,0.0815,0.35400468283340586,15.252768965517243,12.9282,11.40057335247109
1_1_2_Corn/Perennial,0.08673846153846153,0.0422,0.09633066782755409,9.936753846153845,7.6203,6.757750224571215
1_1_2_Corn/Soybeans,-0.04140000000000001,0.1879,0.39976014058432585,14.914499999999999,15.5453,8.886906407181298
1_1_2_Perennial rotation,0.1138875,0.02425,0.1715857506363176,20.58315,12.66615,18.11415058621298
1_1_2_Soybeans rotation,-0.036000000000000004,-0.036000000000000004,0.14637110370561535,20.2585,20.2585,1.0821562179278925
1_1_3_Continuous Corn,0.08496993464052288,0.1299,0.402256066501794,20.4308477124183,18.6195,9.870112337107233
1_1_3_Corn rotation,0.06826,0.0849,0.5349885728362996,19.058767906976747,16.197,12.262531420484017
1_1_3_Corn/Perennial,0.07033188405797101,0.0225,0.2639205604036015,16.149808695652176,11.153,21.11350397958154
1_1_3_Corn/Soybeans,0.30340000000000006,0.2872,0.6147601076842901,21.586700000000004,14.346,21.223739454441105
1_1_3_Perennial rotation,0.08604482758620689,0.0264,0.19005866685655412,16.909813793103446,17.8975,11.23427419086419
1_1_4_Continuous Corn,0.2280785714285714,0.16549999999999998,0.2818066663473421,24.381657142857144,18.3938,15.293762052535028
1_1_4_Corn rotation,0.0013833333333333336,0.0339,0.32790619454996944,16.6954,11.585650000000001,13.495369668688053
1_2_2_Corn rotation,0.12116666666666669,0.0855,0.20503993107034868,30.757500000000004,28.939,10.411053416921842
1_2_3_Continuous Corn,0.32355454545454543,0.3783,0.27182669612691235,30.70419090909091,30.2483,7.237248712522537
1_2_3_Corn rotation,0.41748235294117647,0.3799,0.32189968009322034,44.10815294117647,41.355,15.953724690221938
1_2_3_Corn/Perennial,0.19712222222222223,0.1565,0.2246293712862244,31.764911111111115,31.1798,16.964044874118645
1_2_3_Perennial rotation,0.16974736842105265,0.14439999999999997,0.13870536873968486,41.02515526315789,41.3214,13.65761269194143
1_2_4_Corn rotation,0.46902,0.4548,0.20546811674807364,43.27892,50.3695,15.343512687354224
1_3_2_Continuous Corn,0.1931875,0.20685,0.5041640363370977,31.502225,31.97705,10.422194441088553
1_3_2_Corn rotation,0.09514571428571428,0.0792,0.3162826103557472,21.994188571428573,16.9888,16.894590970394173
1_3_2_Corn/Perennial,0.20214375,0.13690000000000002,0.29601786650752465,23.12166875,20.4035,16.099157825166664
1_3_2_Perennial rotation,0.074025,0.04335,0.14794243700394646,19.5935125,13.6015,12.663940644990141
1_3_3_Continuous Corn,0.25228333333333336,0.2243,0.4578950790768802,21.339740579710146,19.64835,12.515159690759145
1_3_3_Corn rotation,0.21748709677419353,0.2579,0.6204862538235302,24.413481720430106,23.376150000000003,13.024353475459664
1_3_3_Corn/Perennial,0.14044745762711866,0.2247,0.5906664816430067,25.087793220338984,23.575,11.523690624114224
1_3_3_Corn/Soybeans,0.06514,0.3001,0.45402873587472414,34.47072,31.9923,19.024600540931207
1_3_3_Perennial rotation,0.03664444444444445,0.07435,0.3249357560112324,24.998283333333333,23.205550000000002,14.020851070684715
1_3_4_Continuous Corn,0.20750000000000002,0.2505,0.15632498200863482,23.433675,22.0566,8.157789009028937
1_3_4_Corn rotation,0.349828,0.34,0.3833017670191464,22.719232,22.111,9.694809656577414
2_1_2_Continuous Corn,0.42351333333333335,0.4718,0.41067557906222674,26.877033333333333,28.3725,16.292654388828407
2_1_2_Corn rotation,0.24679523809523812,0.3738,0.4650617426495007,23.71272380952381,22.0625,11.906155377278795
2_1_2_Corn/Perennial,0.3475,0.0609,0.5638655513506743,11.128766666666666,12.3627,4.979515624368834
2_1_2_Corn/Soybeans,0.34203333333333336,0.5042,0.32984227038591235,27.89,27.5965,2.345264545845522
2_1_3_Continuous Corn,0.40595270270270273,0.4736,0.6035717447163946,25.600997297297297,24.86685,12.414711964284832
2_1_3_Corn rotation,0.32877303370786515,0.3721,0.6306101022682221,22.811998876404495,22.729,12.127467233979594
2_1_3_Corn/Perennial,0.225125,0.18869999999999998,0.47269261009968955,20.938158333333334,20.549,13.884253688618937
2_1_3_Corn/Soybeans,0.7094,0.7094,0.5246732316404182,29.47625,29.47625,23.608244814153384
2_1_3_Perennial rotation,0.19045555555555554,0.2112,0.390553877238008,22.92645925925926,19.751,12.475512980982424
2_1_4_Continuous Corn,1.6789500000000002,1.6789500000000002,1.1216834869962204,37.410000000000004,37.410000000000004,9.26592726066852
2_1_4_Corn rotation,0.7762888888888889,0.6552,0.3696639840599989,27.229666666666667,27.9918,7.389812171665802
2_2_3_Corn rotation,1.1103666666666667,1.0338,0.5784630181207209,49.48583333333334,41.493,15.596192385429633
2_2_3_Corn/Perennial,0.24384999999999996,0.24384999999999996,0.6508917920822169,47.9017,47.9017,28.44619870035362
2_2_3_Perennial rotation,0.29336,0.2893,0.11921997735279102,46.08358,45.1435,8.179944838261441
2_2_4_Corn rotation,-0.1301,-0.1301,0.023900209204105304,41.340149999999994,41.340149999999994,2.933573903108626
2_3_2_Continuous Corn,0.46785,0.5242500000000001,0.27805103248624463,33.053875,29.30425,14.252389673869898
2_3_2_Corn rotation,0.5311692307692307,0.1637,0.6753823144271884,28.415184615384614,20.9543,24.482573948894284
