groupid,ofe_loss_2018-23_mean,ofe_loss_2018-23_median,ofe_loss_2018-23_std,runoff_2018-2023_mean,runoff_2018-2023_median,runoff_2018-2023_std
1_1_1_Continuous Corn,0.7011,0.9945,0.6033162603477549,377.0426,375.2342,14.470996127426774
1_1_1_Corn/Soybeans,0.2787866666666666,0.4117,0.5246004812759466,334.35491733333333,346.014,68.33459020558104
1_1_1_Soybeans/Wheat,0.645125,0.6634,0.17904610905201673,311.02549999999997,315.14775,62.92712995727677
1_1_2_Continuous Corn,0.7624142857142857,0.7998,0.8683476730467552,290.47851904761905,294.9837,56.89318227192619
1_1_2_Continuous Soybeans,0.76364,0.7752,0.30035725894341214,304.27406,310.646,19.07287317469501
1_1_2_Corn rotation,0.5742326923076922,0.73995,0.8062811867131163,317.6537480769231,309.68875,64.26609612276893
1_1_2_Corn/Perennial,0.298106,0.3749,0.6434568178936932,298.733938,288.30775,79.94136536251057
1_1_2_Corn/Soybeans,0.6656548656867715,0.8345499999999999,1.1016474393270344,321.2732635073492,317.7096,56.36417257347147
1_1_2_Perennial rotation,0.32198823529411763,0.29495,0.5543614625880928,310.3548044117647,306.8628,62.56121626604617
1_1_2_Soybeans rotation,0.4253461538461538,0.4307,0.6565330595941693,300.0198435897436,307.2012,55.253281754236575
1_1_2_Soybeans/Perennial,0.2794933333333333,0.1355,1.3315257427191596,343.34176,336.4538,71.07310997434563
1_1_2_Soybeans/Wheat,0.3662222222222222,0.3684,0.5625886458545395,288.3895888888889,300.5368,35.337625099086814
1_1_3_Continuous Corn,0.903625,1.2194500000000001,1.0446366950118195,316.45365,326.2919,65.9599020741752
1_1_3_Corn rotation,0.5247066666666667,0.5281,0.6842766973781239,246.20772333333335,238.73225,55.58142094096752
1_1_3_Corn/Perennial,0.4851083333333333,0.6023000000000001,0.33849490786644804,251.28711666666666,246.98585,23.92650948644937
1_1_3_Corn/Soybeans,0.8029271794871794,0.8822,1.133642743925707,300.36983076923076,293.9477,58.67080952732565
1_1_3_Perennial rotation,0.8717,1.07555,0.6370107534414157,351.523175,351.8698,14.081298575149251
1_1_3_Soybeans rotation,0.12464999999999993,0.12464999999999993,2.1022991711457246,373.23525,373.23525,22.542917737617717
1_2_1_Continuous Corn,0.2857,-0.0259,0.4996860664457235,402.61428,390.3095,43.252787765033155
1_2_1_Corn rotation,-0.05056666666666668,-0.3366,1.087634223134475,413.1548666666667,405.0983,84.76250044898
1_2_1_Corn/Soybeans,0.33836153846153844,0.60965,0.6869996175119303,392.69720769230764,389.05584999999996,64.57302639334739
1_2_2_Continuous Corn,1.4200428571428572,1.3576,0.8466411338482259,361.3971571428571,349.702,51.603457649394535
1_2_2_Corn rotation,0.75602,0.8007,0.8329334449939405,333.376215,336.9506,51.71715358752915
1_2_2_Corn/Perennial,1.0058333333333334,1.1474,0.6696732451263789,385.82395333333335,382.9313,53.52677640900683
1_2_2_Corn/Soybeans,0.6717871669004207,0.8654,1.281522563421341,351.46181409537166,349.91375000000005,49.99479039235463
1_2_2_Perennial rotation,0.573475,0.95825,1.0217079614102509,387.973625,379.02485,54.686775471109094
1_2_2_Soybeans rotation,0.5936571428571428,0.8392,0.8564231875600266,356.6251571428571,346.2898,50.78613817689683
1_2_2_Soybeans/Perennial,-0.027033333333333354,-0.1261,1.329870318239088,365.8016,367.806,20.598173087193924
1_2_2_Soybeans/Wheat,0.22200000000000003,-0.0032,0.8615785541667109,364.77712,352.1387,29.609765101179036
1_2_3_Continuous Corn,0.32315999999999995,-0.1263,1.0026089736283033,328.79256,330.0865,37.53354645026233
1_2_3_Corn rotation,1.24922,1.64045,0.9834073630890597,344.22547999999995,333.70795,34.9874934885088
1_2_3_Corn/Soybeans,1.3259666666666667,1.5448,1.2439230894842668,355.8247302325581,355.6825,47.975147446698266
1_3_2_Corn/Soybeans,1.254077142857143,1.544,1.1803527593567136,358.70842857142856,381.8958,110.44289093998806
1_3_3_Corn/Soybeans,2.6663,2.598,0.23898550165229684,361.11173333333335,361.6397,8.973905875555717
2_1_1_Corn rotation,0.5036999999999999,0.565,0.5522077417059634,337.43103333333335,362.6795,126.98275945089293
2_1_1_Corn/Soybeans,0.5094460526315789,0.65785,0.5516799831885123,353.96040131578945,350.5616,84.85267690668653
2_1_1_Soybeans rotation,0.69048,0.7321,0.5341901084819897,337.08044,329.5065,113.46481407693312
2_1_1_Soybeans/Perennial,-0.1372,-0.1372,0.048790367901871766,319.36085,319.36085,7.543203009663771
2_1_1_Soybeans/Wheat,0.34205,0.34205,0.46789255711113853,249.30545,249.30545,73.04589826352333
2_1_2_Continuous Corn,1.6140899999999998,0.89385,2.075731596557553,334.939785,309.25275,98.346562348405
2_1_2_Corn rotation,1.4513236842105264,1.52685,1.2824770964572472,336.89735263157894,333.49625000000003,69.91480867820974
2_1_2_Corn/Perennial,0.6106499999999999,0.7083,1.651069419205939,322.94591071428573,305.8386,69.61016900171741
2_1_2_Corn/Soybeans,1.343610775391336,1.4487,1.9898842960797474,342.94665984710593,338.0687,61.01288522185353
2_1_2_Perennial rotation,0.7036205128205127,0.6008,1.5081337852806669,340.47094358974357,340.8712,69.19116596841182
2_1_2_Soybeans rotation,1.1402894736842106,0.8653,1.1787388240991286,309.1869368421053,328.8475,58.959175187791416
2_1_2_Soybeans/Perennial,0.05577777777777775,0.71,1.6876932258098463,315.49283333333335,300.8695,71.93128503671056
2_1_2_Soybeans/Wheat,0.9003058823529412,0.7644,0.8307537025726912,335.6638176470588,348.5628,53.90270222484484
2_1_3_Continuous Corn,1.3480133333333333,1.2172,1.220021745629775,268.5328333333333,298.3042,68.38820888003666
2_1_3_Corn rotation,1.8094454545454546,1.2727,1.5834891280735945,300.3400636363636,284.191,79.06736660200937
2_1_3_Corn/Perennial,1.963733333333333,2.0692,1.8756252219815488,327.68993333333333,360.7733,69.9984267792022
2_1_3_Corn/Soybeans,1.3313372340425533,1.6046,2.2804307874951406,325.2575446808511,330.59075,59.39374835107552
2_1_3_Perennial rotation,0.5539000000000001,0.1673,0.7922238761865235,339.9293333333333,336.5555,7.1730056059739296
2_1_3_Soybeans rotation,2.1825,2.1825,1.6049909719372257,359.09915,359.09915,56.18055300408677
2_2_1_Continuous Corn,0.45204999999999995,0.45204999999999995,0.8729233213747929,466.33805,466.33805,53.73905471000586
2_2_1_Corn/Soybeans,0.47213125,0.41914999999999997,0.6854960099263889,456.51649375,451.2946,42.52013484192273
2_2_2_Continuous Corn,1.8244,1.9568,1.1506479891782715,419.07331999999997,428.6013,66.67154105161362
2_2_2_Continuous Soybeans,0.9915999999999999,0.9915999999999999,1.4679536777432725,397.74175,397.74175,8.424116637665934
2_2_2_Corn rotation,2.5792545454545457,1.1345,4.589438903692615,401.4144818181818,407.3097,35.396955113422344
2_2_2_Corn/Perennial,1.4562933333333334,1.8347,1.1094960384057688,404.6416,396.6382,42.63934993432039
2_2_2_Corn/Soybeans,1.8357616332819724,1.7134,2.168140398046196,387.9792043143297,382.222,55.21090252338066
2_2_2_Perennial rotation,0.6895000000000001,0.8713500000000001,1.4861816927953324,385.09656666666666,390.2244,53.0970039506813
2_2_2_Soybeans rotation,1.26925,1.26925,1.795556249467,371.56624999999997,371.56624999999997,135.8482941413877
2_2_2_Soybeans/Perennial,1.4711166666666669,2.2746,1.7581217118466703,389.31905,370.2212,62.18987596831981
2_2_2_Soybeans/Wheat,0.56625,0.56625,0.9272291221699198,378.23345,378.23345,50.773448869709426
2_2_3_Continuous Corn,1.95156,2.1454,1.656913501966835,357.33352,331.1873,44.44013956522865
2_2_3_Corn rotation,2.0947,2.2124,1.6437820181925988,352.28484285714285,368.1483,56.41603955093671
2_2_3_Corn/Soybeans,2.718436111111111,2.2934,2.5450983386168318,391.5795722222222,392.98699999999997,64.31622686959273
2_3_1_Corn/Soybeans,1.1198000000000001,1.1198000000000001,0.057275649276110556,513.75825,513.75825,77.95930044327613
2_3_2_Corn/Soybeans,2.668911111111111,2.577,1.4334894950343156,408.6386333333333,409.4777,68.53099313430783
2_3_3_Corn/Soybeans,2.385333333333333,3.0105,1.785894297917246,372.9258333333334,380.5865,67.99612739872273
3_1_1_Corn/Soybeans,0.54605,0.7172499999999999,0.5965440102792081,352.2486692307693,353.48395000000005,91.84011742556417
3_1_1_Soybeans/Wheat,0.25510000000000005,0.050100000000000006,0.7396566275419065,363.21525,359.7758,50.65929888714083
3_1_2_Continuous Corn,1.34704,0.6388,1.8703985599331496,318.15608000000003,318.377,17.936858914313873
3_1_2_Corn rotation,2.2157842105263157,1.602,1.720599694635939,331.14275263157896,334.3877,73.16907402707307
3_1_2_Corn/Perennial,1.3379181818181818,0.6649,1.5390432565838958,305.3500272727273,279.035,81.1840605107812
3_1_2_Corn/Soybeans,2.694354947613504,2.1167,2.8151800230036716,356.9203300349243,352.7028,69.34155643563476
3_1_2_Perennial rotation,1.73524,1.8309,1.772089656748652,351.98604,338.9362,73.60100286469833
3_1_2_Soybeans rotation,-2.6099666666666663,1.4487,7.876020859122539,301.0561666666667,290.8865,112.27297056319178
3_1_2_Soybeans/Perennial,1.291025,0.93525,1.402500467787037,359.049075,370.2332,53.566514334923575
3_1_2_Soybeans/Wheat,0.8287444444444445,0.9068,0.44472216076757154,311.38742222222226,309.0707,54.67692219206329
3_1_3_Continuous Corn,0.04666666666666667,1.91485,5.459479474699641,347.71215,344.83435,23.861310270037567
3_1_3_Corn rotation,4.11078,5.0273,2.6037966197458666,313.66322,314.682,21.721353748604177
3_1_3_Corn/Perennial,2.62305,2.62305,0.5557152193345076,293.4012,293.4012,21.26835776452898
3_1_3_Corn/Soybeans,3.091241176470588,2.7681,2.986075466999579,362.90485,359.88744999999994,76.48926759461988
3_2_1_Corn/Soybeans,1.0562,1.0562,0.3375727773384578,437.8465,437.8465,43.190506458943034
3_2_2_Corn rotation,4.2113000000000005,4.2113000000000005,2.0507510867972254,542.4214000000001,542.4214000000001,142.63135736127597
3_2_2_Corn/Soybeans,3.535807189542484,2.6653,3.1144498666467353,405.53146928104576,400.3352,63.11264466336975
3_2_2_Perennial rotation,2.46735,2.46735,1.7095720648747161,400.8511,400.8511,5.054257850565238
