groupid,ofe_loss_2018-23_mean,ofe_loss_2018-23_median,ofe_loss_2018-23_std,runoff_2018-2023_mean,runoff_2018-2023_median,runoff_2018-2023_std
1_1_1_Continuous Soybeans,0.41703333333333337,0.4566,0.0872594025497157,311.29353333333336,279.4182,114.53439928830697
1_1_1_Corn rotation,0.06747499999999998,0.128,0.23210495291282923,231.326975,239.5226,53.66930573250569
1_1_1_Corn/Perennial,0.40645,0.40645,0.10500535700620234,254.57085,254.57085,0.519511352137749
1_1_1_Corn/Soybeans,0.18821166666666664,0.19345,0.22816801030070152,269.5877427777778,294.03125,90.56274803297079
1_1_1_Perennial rotation,0.09444999999999999,0.06555,0.1049700481089725,139.8079,122.4975,86.05044410844143
1_1_1_Soybeans rotation,0.21919999999999998,0.2151,0.1763085074521363,276.5243792079208,282.8397,103.30008241602165
1_1_1_Soybeans/Perennial,0.14168947368421056,0.0809,0.2805164500914872,239.70996842105265,238.699,169.63341792054962
1_1_1_Soybeans/Wheat,0.18360665322580644,0.1761,0.17835706535970464,288.8002254032258,307.8254,96.30394347037877
1_1_2_Continuous Corn,0.20698666666666668,0.0022,0.42899605870095403,85.574,66.6907,72.85060367489855
1_1_2_Continuous Soybeans,0.2944791666666667,0.3063,0.37011158596947563,221.5175416666667,238.8075,116.297450253847
1_1_2_Corn rotation,0.3712372448979592,0.33995,0.44029503825079386,216.51629030612247,219.34165000000002,94.75479933701084
1_1_2_Corn/Perennial,0.5058230769230769,0.5109,0.24951357395890028,224.1532076923077,200.7462,127.44847794975468
1_1_2_Corn/Soybeans,0.43226351972887916,0.4431,0.43502675906463617,220.70046427015248,222.5445,81.50516407325001
1_1_2_Perennial rotation,0.11130416666666666,0.14215,0.3561566144617037,156.38395416666665,141.36014999999998,83.25356673831486
1_1_2_Soybeans rotation,0.42740695035460996,0.4349,0.3621473194943805,263.6072306382979,272.8695,80.64354343400763
1_1_2_Soybeans/Perennial,0.18289814814814814,0.13565,0.22782624833514728,160.7989425925926,181.35875,98.65631185180885
1_1_2_Soybeans/Wheat,0.3065640618291112,0.2919,0.2984205711077883,266.4155239158437,266.1968,80.1957597538812
1_1_3_Continuous Corn,0.42074210526315786,0.2903,0.44873705529555014,130.7794947368421,116.8767,44.51244466832311
1_1_3_Corn rotation,0.3360709090909091,0.2752,0.4199505487755094,175.43968,183.1465,71.9272536043487
1_1_3_Corn/Perennial,0.41622000000000003,0.4591,0.24259694350918767,152.31814,162.5895,73.31479294721497
1_1_3_Corn/Soybeans,0.4298049805447471,0.3928,0.497349891980542,180.62040622568094,187.4168,71.95010147893507
1_1_3_Perennial rotation,0.126125,0.17845,0.18453685043011508,167.8708,166.0546,65.18097275626786
1_1_3_Soybeans rotation,0.45627105263157897,0.4688,0.48540095110898834,217.72078157894737,234.5941,69.95146345469986
1_1_3_Soybeans/Perennial,0.089,0.089,0.03493107499061545,123.909,123.909,67.43253108107392
1_1_3_Soybeans/Wheat,0.28314059405940595,0.2107,0.37181810858092174,200.66014435643564,208.6092,75.85454353238677
1_2_1_Corn/Soybeans,0.18567666666666668,0.24905,0.3296215569650929,284.16656333333333,300.88575000000003,56.144823849763945
1_2_1_Soybeans rotation,0.13147999999999999,0.1653,0.16449030974498163,275.56144,277.042,25.9808391928167
1_2_1_Soybeans/Wheat,0.20064918032786885,0.1849,0.17180414781852701,277.6688081967213,284.486,47.080214420951464
1_2_2_Continuous Soybeans,0.355675,0.39735,0.39128619001953036,221.896975,221.9552,15.428041285567225
1_2_2_Corn rotation,0.5360015873015872,0.5009,0.38938979330032786,240.41757777777778,252.0978,62.15577517286307
1_2_2_Corn/Perennial,-1.6498,-1.6498,2.9036632862644387,188.47935,188.47935,6.075956438701642
1_2_2_Corn/Soybeans,0.5261717831482691,0.5402,0.45052675428599365,227.8141860222077,222.2897,45.24325798947228
1_2_2_Perennial rotation,0.369823076923077,0.3429,0.3885330383932323,225.1804153846154,214.1117,38.801716802199316
1_2_2_Soybeans rotation,0.4676836734693877,0.48625,0.4931327541017479,269.82595459183676,274.98165,39.86386361062859
1_2_2_Soybeans/Perennial,0.5311571428571428,0.4181,0.38226263596792043,249.38275714285714,255.5698,19.83164530935824
1_2_2_Soybeans/Wheat,0.3508046941678521,0.3357,0.3033668183699478,264.01480028449504,266.6352,37.984024974825616
1_2_3_Continuous Corn,0.21353333333333335,0.3134,0.2819903780864399,145.71106666666665,140.4752,53.1888329243398
1_2_3_Corn rotation,0.45066511627906974,0.4728,0.38487744981123595,213.01218837209305,212.7912,51.55355394058554
1_2_3_Corn/Soybeans,0.5501421052631579,0.5713,0.5439719854182705,209.87005497076024,210.14525,48.730617437295194
1_2_3_Perennial rotation,0.7923,0.7923,0.39583837610822936,277.83450000000005,277.83450000000005,19.192292254965288
1_2_3_Soybeans rotation,0.5595955223880597,0.584,0.4771002522921393,254.45384776119406,257.5617,49.641518001962794
1_2_3_Soybeans/Perennial,0.35250000000000004,0.35250000000000004,0.002404163056034252,156.656,156.656,0.6409215864674902
1_2_3_Soybeans/Wheat,0.3937447674418605,0.3502,0.35646737935687695,248.71123604651163,248.57875,48.317196369350405
1_3_1_Corn rotation,0.17764166666666667,0.16754999999999998,0.13207460328667783,200.40383333333332,132.56279999999998,109.96769619822108
1_3_1_Corn/Soybeans,0.20035,0.10235,0.2803014209739223,186.7765,155.6289,90.94172372464027
1_3_1_Soybeans rotation,0.43409,0.5056,0.29465184521548293,294.44231,287.97990000000004,39.664103039999134
1_3_1_Soybeans/Perennial,0.37166666666666665,0.3837,0.41498087104508,241.4759,224.7712,74.58784315603987
1_3_1_Soybeans/Wheat,0.0948575,0.0656,0.16450346717178477,189.22124,183.3734,72.1901680008303
1_3_2_Continuous Soybeans,0.6299999999999999,0.6299999999999999,0.8667714923784698,216.83814999999998,216.83814999999998,86.76362839718611
1_3_2_Corn rotation,0.3754271428571429,0.38715,0.4493132121203664,236.25611,247.74255,57.20194450239536
1_3_2_Corn/Soybeans,0.42340256147540983,0.41645,0.4465621643504176,208.7682506147541,206.76909999999998,62.063557272668405
1_3_2_Perennial rotation,0.3371192307692308,0.25435,0.3000574225300628,233.53215,247.2805,54.97729499476123
1_3_2_Soybeans rotation,0.513397619047619,0.47609999999999997,0.46606199247806135,255.65111845238096,267.26054999999997,51.142715779305504
1_3_2_Soybeans/Perennial,0.5904,0.5218,0.3720584631479306,263.455825,256.7615,36.28584104646282
1_3_2_Soybeans/Wheat,0.3092775119617225,0.27935,0.3458350642103764,248.11147368421055,255.66875,50.43442574464158
1_3_3_Continuous Corn,0.3131,0.319,0.30589267725789054,128.00723333333335,128.3305,1.216063963504118
1_3_3_Corn rotation,0.40558636363636363,0.38180000000000003,0.4189843314997391,197.2695318181818,196.94535,69.42666316745225
1_3_3_Corn/Soybeans,0.437041265060241,0.4051,0.5360026877572415,179.73440993975902,174.3359,62.48233195164808
1_3_3_Soybeans rotation,0.40347812499999997,0.45355,0.48714229009230037,213.765625,219.39625,54.492605646803725
1_3_3_Soybeans/Wheat,0.2790511363636364,0.22845,0.37735338677821223,208.01324545454546,216.3634,61.802870514480894
2_1_1_Corn/Soybeans,0.4035615384615384,0.5302,0.38789083416699754,265.86560769230766,294.675,84.85272147074859
2_1_1_Soybeans rotation,0.61536,0.5763,0.08506516913519892,337.12642,321.5055,117.57464425960215
2_1_1_Soybeans/Perennial,0.5536666666666666,0.5899,0.29750943402408825,255.51953333333336,265.8782,219.3210441056292
2_1_1_Soybeans/Wheat,0.3047575757575758,0.4192,0.27833250464855774,261.63918484848483,266.6788,106.50341821667955
2_1_2_Continuous Soybeans,0.7557499999999999,0.74065,0.6132883199061705,299.495925,325.16859999999997,77.59501223821779
2_1_2_Corn rotation,0.98415,0.8664000000000001,0.5409045572002514,281.8886625,286.25564999999995,53.37429414569576
2_1_2_Corn/Perennial,1.2424,1.2424,0.24140625509708719,274.9646,274.9646,20.456740601083066
2_1_2_Corn/Soybeans,0.78740273556231,0.9312,1.20504563491102,253.15673920972645,260.4178,80.8153463021548
