groupid,ofe_loss_2018-23_mean,ofe_loss_2018-23_median,ofe_loss_2018-23_std,runoff_2018-2023_mean,runoff_2018-2023_median,runoff_2018-2023_std
1_1_1_Continuous Corn,0.34854705882352943,0.2205,0.5656632391689059,180.39805294117647,165.3257,147.1205667235045
1_1_1_Corn rotation,0.33122857142857143,0.3389,0.5973447851793404,116.66805714285715,50.5665,140.08646623599842
1_1_1_Corn/Perennial,0.03393333333333333,0.00515,0.14436430768487524,33.42069166666667,23.278,29.666458791107335
1_1_1_Corn/Soybeans,0.4868142307692308,0.62985,0.6370784059013263,265.8095376923077,304.61165,136.9431117598065
1_1_2_Continuous Corn,0.7249347578347578,0.7604,1.2563643927004557,203.3779074074074,219.602,130.51212937085546
1_1_2_Corn rotation,0.49663823529411766,0.42015,1.1539661706389115,180.99222450980392,115.01585,135.10513513144213
1_1_2_Corn/Perennial,0.10668773584905662,0.30215000000000003,3.664266437513278,172.29719622641508,163.23145,136.3971657413857
1_1_2_Corn/Soybeans,0.8446247451963241,0.9937,1.8321734448662497,258.59352743525477,292.4097,136.0388823017688
1_1_2_Perennial rotation,0.20875555555555553,0.0984,0.5122202458686865,137.11732222222224,56.3305,149.11149815648673
1_1_2_Soybeans rotation,0.8642500000000001,0.8642500000000001,1.131582981932832,362.67370000000005,362.67370000000005,79.83659823664831
1_1_2_Soybeans/Perennial,0.15745000000000006,0.32135,1.167949757247522,164.95599166666668,74.6486,167.1577797624772
1_1_2_Soybeans/Wheat,0.938,0.938,0.9608166942762808,171.64724999999999,171.64724999999999,198.93678542292022
1_1_3_Continuous Corn,1.3897170068027211,1.4807,1.943299547985832,268.8566285714286,268.888,122.63952902383227
1_1_3_Corn rotation,0.8670238095238095,0.5915,0.9561109861855797,157.3464238095238,83.7847,133.11398096866424
1_1_3_Corn/Perennial,1.0075615384615384,1.0431,1.1599250137677446,287.2758846153846,315.5537,129.04087191127886
1_1_3_Corn/Soybeans,1.105098275862069,1.3885,1.915053872783152,270.14499137931034,292.8835,137.3463185567222
1_2_1_Continuous Corn,0.30174285714285715,0.2126,0.478701649802682,152.3869,162.5815,69.46545723209006
1_2_1_Corn rotation,0.4359,0.7192,0.8074365423982245,237.41036,224.5665,113.93534647322137
1_2_1_Corn/Perennial,0.34184444444444445,0.475,0.34900165512183146,176.9859888888889,118.9445,115.2394275120981
1_2_1_Corn/Soybeans,0.3953728773584906,0.64615,0.9450486661366398,287.2442132075472,283.84925,68.56792009574669
1_2_2_Continuous Corn,0.7777905109489051,1.1377,1.546689389559825,262.7911817518248,238.2902,98.50822043894527
1_2_2_Corn rotation,0.35680967741935493,1.2825,4.101545514425413,257.4001322580645,251.1718,68.87835739668589
1_2_2_Corn/Perennial,0.6482119047619047,0.95635,0.973830886606334,290.37738333333334,282.47075,72.85832829906677
1_2_2_Corn/Soybeans,0.5016520166320166,1.2205,3.5398843056161526,280.2061232016632,271.5118,79.97380745624643
1_2_2_Perennial rotation,0.5484249999999999,0.8125,1.4467372840867365,231.085375,243.2966,45.55259660863655
1_2_2_Soybeans/Perennial,0.10685,0.71505,1.3484942479175306,298.6042,305.39250000000004,27.7163271062383
1_2_3_Continuous Corn,1.5799757575757576,1.834,1.3804674649892836,326.6904727272727,340.801,91.0039579117657
1_2_3_Corn rotation,1.520175,1.9562,1.1440639357862246,204.28715,195.0938,56.802263548412675
1_2_3_Corn/Soybeans,1.7703823529411764,2.0188,1.4175403411725327,299.07742352941176,298.7188,85.44081223450989
1_3_1_Continuous Corn,0.36073333333333335,0.5199,0.5482608351262502,95.71783333333333,120.5538,60.61923422250839
1_3_1_Corn rotation,0.532125,0.54555,0.8150505193953725,284.0057,289.9238,12.99467629018386
1_3_1_Corn/Perennial,0.13334000000000001,0.5644,0.8364029399757033,225.30274,272.6373,81.94062775240376
1_3_1_Corn/Soybeans,0.4568130630630631,0.6751,0.8976533611291128,270.8263816816817,262.51030000000003,80.11965656657888
1_3_2_Continuous Corn,0.5308054945054945,1.0739,2.7389217843419926,226.2829203296703,224.9241,83.10187003486686
1_3_2_Corn rotation,0.4350183673469388,0.3178,1.5344142109278311,225.76166530612244,214.7708,74.84171724894242
1_3_2_Corn/Perennial,-0.07821830985915493,0.3634,2.1047780897153197,232.0112352112676,221.3897,63.08459618554641
1_3_2_Corn/Soybeans,0.30312449431099875,1.09965,4.028545898521503,245.8717733881163,242.70125000000002,73.54691522482028
1_3_2_Perennial rotation,0.36302727272727275,0.6175,0.8212750685256544,275.6427545454545,257.9405,75.17266489187892
1_3_2_Soybeans/Perennial,0.8477,0.8477,1.9257346078834436,235.3547,235.3547,58.389342456479156
1_3_3_Continuous Corn,0.7969437500000001,1.41605,2.798793011274384,227.58108124999998,241.7085,126.31924977725932
1_3_3_Corn rotation,0.7055666666666666,0.066,1.1645951843165645,188.10760000000002,197.5573,17.571157573421285
1_3_3_Corn/Soybeans,1.4584558139534884,1.8648,1.4213600564754747,264.2995093023256,235.691,96.11609715504972
2_1_1_Continuous Corn,0.4351263157894737,0.16,0.6103480435530254,173.99952105263156,71.2553,194.99007296043328
2_1_1_Corn rotation,0.604475,0.4609,0.5561386959802983,280.896575,275.4373,244.0742908390445
2_1_1_Corn/Perennial,0.032799999999999996,-0.0165,0.10566025742917722,83.5235,21.0318,119.91965518458599
2_1_1_Corn/Soybeans,0.6481860507246376,0.90355,0.8598318421072909,280.70460036231884,321.87210000000005,146.27255121032226
2_1_1_Soybeans/Wheat,0.98035,0.98035,0.007990306627407932,334.53195,334.53195,8.026015519857916
2_1_2_Continuous Corn,1.8127136363636365,1.46975,2.6264581548492125,229.28416863636363,236.03199999999998,150.34496111624733
2_1_2_Corn rotation,0.8428066666666666,0.6731,1.3902368741192705,154.66128333333333,102.68655000000001,139.33843257100884
2_1_2_Corn/Perennial,0.9561208333333333,0.7889999999999999,1.6196583629452388,195.09402916666667,143.187,153.0835539064551
2_1_2_Corn/Soybeans,2.1246662737744444,1.7159,3.8279822008336475,276.2558062148406,316.9955,150.04810209809526
2_1_2_Perennial rotation,1.4997125,0.9045000000000001,1.608882396871905,131.82745,82.0436,146.05303614694216
2_1_2_Soybeans/Perennial,1.4855666666666665,1.3448,0.6030993809757502,246.73356666666666,295.3542,130.51316183574488
2_1_2_Soybeans/Wheat,0.2487,0.2487,0.06151828996322965,29.08775,29.08775,5.511543805958544
2_1_3_Continuous Corn,3.2562153846153845,2.5947,3.2121740333276803,367.2762492307692,396.7945,139.36152610694566
2_1_3_Corn rotation,2.7008,2.7008,0.22528422048603403,432.66315,432.66315,54.95725827263403
2_1_3_Corn/Perennial,3.2068600000000003,1.3131,3.9029191694166556,282.44056,390.3748,227.72184336925827
